battery_level,c02_level,cca2,cca3,cn,device_id,device_name,humidity,ip,latitude,lcd,longitude,scale,temp,timestamp
1,1542,JP,JPN,Japan,418,sensor-pad-418gdjzEksAW,65,60.115.140.1,35.69,red,139.69,Celsius,30,1458444054318
5,1106,FR,FRA,France,419,meter-gauge-419UMWtG,49,195.115.167.1,48.86,yellow,2.35,Celsius,23,1458444054318
3,903,FR,FRA,France,420,sensor-pad-420mbBxV,72,89.149.184.109,48.86,green,2.35,Celsius,17,1458444054319
9,1505,RU,RUS,Russia,421,meter-gauge-421fo04K,64,194.190.186.66,56.33,red,44.01,Celsius,26,1458444054319
9,1444,US,USA,United States,422,sensor-pad-422k7zYtfM,93,74.128.8.181,38,red,-97,Celsius,19,1458444054319
5,1403,US,USA,United States,423,device-mac-423QqJHGF6rR,69,24.28.62.186,38,red,-97,Celsius,14,1458444054320
1,1280,AU,AUS,Australia,424,sensor-pad-42496YT7fr,31,203.98.85.200,-33.88,yellow,151.22,Celsius,34,1458444054320
1,1243,PH,PHL,Philippines,425,therm-stick-425uR5uJ,74,222.127.96.1,14.55,yellow,121.04,Celsius,13,1458444054320
3,977,US,USA,United States,426,sensor-pad-426cntaKzUj,54,130.81.39.43,38,green,-97,Celsius,24,1458444054321
4,1446,FR,FRA,France,427,meter-gauge-427UGCVEeiG,27,82.127.68.1,48.86,red,2.35,Celsius,34,1458444054321
9,1218,US,USA,United States,428,sensor-pad-428lSAmdTU,28,64.132.122.2,35.19,yellow,-90.09,Celsius,27,1458444054321
2,1443,BR,BRA,Brazil,429,device-mac-429vMTWqJTs,44,200.232.34.97,-23.55,red,-46.64,Celsius,22,1458444054322
3,1287,US,USA,United States,430,sensor-pad-4308fv314mi,67,64.56.109.113,39.6,yellow,-84.16,Celsius,12,1458444054322
1,1321,CN,CHN,China,431,meter-gauge-431mNR6RFT,70,222.177.224.86,29.56,yellow,106.55,Celsius,25,1458444054322
6,946,ES,ESP,Spain,432,sensor-pad-4323Aikp6,39,212.142.190.154,40.4,green,-3.68,Celsius,22,1458444054323
7,1157,UA,UKR,Ukraine,433,meter-gauge-433LbM2RFwp,77,217.20.166.1,50.43,yellow,30.52,Celsius,30,1458444054323
2,1472,US,USA,United States,434,sensor-pad-434EMFFatcU,62,216.158.255.181,36.41,red,-105.52,Celsius,17,1458444054323
7,1107,KR,KOR,Republic of Korea,435,device-mac-435DMp22P18,28,61.77.179.241,37.57,yellow,126.98,Celsius,34,1458444054324
0,1310,GB,GBR,United Kingdom,436,sensor-pad-436W0D6YgirKM,32,154.32.77.1,51.5,yellow,-0.13,Celsius,23,1458444054324
3,1409,JP,JPN,Japan,437,meter-gauge-437eP7Kv,33,124.32.71.1,35.69,red,139.75,Celsius,29,1458444054324
3,1531,US,USA,United States,438,sensor-pad-438cmWmKxo8M,57,64.32.59.1,26.36,red,-81.83,Celsius,16,1458444054324
0,896,AU,AUS,Australia,439,meter-gauge-439SYSeBTbouP,44,134.159.130.205,-33.86,green,151.2,Celsius,33,1458444054325
9,915,KR,KOR,Republic of Korea,440,sensor-pad-440gsBLRLL3,49,211.187.210.82,37.57,green,126.98,Celsius,13,1458444054325
3,1464,AU,AUS,Australia,441,device-mac-441JNbWSsW,30,202.158.202.25,-35.28,red,149.11,Celsius,11,1458444054325
2,1391,TW,TWN,Taiwan,442,sensor-pad-442D3EcB3k1Zq,48,221.169.238.1,25.04,yellow,121.53,Celsius,17,1458444054326
2,1562,US,USA,United States,443,meter-gauge-443iQMGgjOYey,50,12.118.100.42,38,red,-97,Celsius,22,1458444054326
0,1102,US,USA,United States,444,sensor-pad-444HxOHj,51,71.169.208.1,38,yellow,-97,Celsius,21,1458444054326
1,1139,CN,CHN,China,445,therm-stick-4453LWpC1uXs,39,61.147.116.99,32.06,yellow,118.78,Celsius,16,1458444054327
0,829,ZA,ZAF,South Africa,446,sensor-pad-446Tl3tiM3kPO,63,196.44.9.1,-29,green,24,Celsius,10,1458444054327
5,1516,US,USA,United States,447,device-mac-447tIpfzP,96,216.211.134.188,47.63,red,-122.34,Celsius,11,1458444054327
2,1353,DE,DEU,Germany,448,sensor-pad-4487OX925,96,212.201.18.186,50.58,yellow,8.65,Celsius,10,1458444054327
0,922,LV,LVA,Latvia,449,meter-gauge-449ezuX2HqqS,55,81.198.165.158,57,green,25,Celsius,25,1458444054328
3,1354,TH,THA,Thailand,450,sensor-pad-450rZCvEv4vy,54,58.181.129.1,13.75,yellow,100.52,Celsius,29,1458444054328
7,1000,MY,MYS,Malaysia,451,meter-gauge-4516vtowwQT,53,210.187.133.232,2.5,green,112.5,Celsius,29,1458444054328
6,1076,JP,JPN,Japan,452,sensor-pad-452fPCBQhyg,43,61.203.193.209,35.69,yellow,139.69,Celsius,25,1458444054329
8,1208,US,USA,United States,453,device-mac-453ZzdMktXk,67,154.54.39.153,38,yellow,-97,Celsius,33,1458444054329
0,1430,CN,CHN,China,454,sensor-pad-454itpmrl,71,220.170.78.125,28.18,red,113.11,Celsius,16,1458444054329
5,1191,KR,KOR,Republic of Korea,455,therm-stick-455L4J9FUG,64,211.41.134.73,37.29,yellow,127.01,Celsius,33,1458444054330
7,1427,DE,DEU,Germany,456,sensor-pad-456EKXGQIToX,70,84.17.160.17,51,red,9,Celsius,28,1458444054330
9,927,GB,GBR,United Kingdom,457,meter-gauge-457HCDOx5KY0,73,212.36.51.122,51.5,green,-0.13,Celsius,28,1458444054330
2,827,KR,KOR,Republic of Korea,458,sensor-pad-458Qc8aTKgGiZ,36,58.74.200.1,37.57,green,126.98,Celsius,14,1458444054331
1,1541,US,USA,United States,459,device-mac-459ldL6VE,87,208.97.236.133,37.79,red,-122.4,Celsius,25,1458444054331
9,1515,US,USA,United States,460,sensor-pad-460qhHbpezyG,68,69.50.227.251,37.33,red,-121.89,Celsius,18,1458444054331
7,1128,JP,JPN,Japan,461,meter-gauge-461GR4ZJ44r,57,150.100.1.5,35.69,yellow,139.69,Celsius,13,1458444054331
7,898,US,USA,United States,462,sensor-pad-462NirFWZtvOw,26,209.155.224.41,38.84,green,-77.34,Celsius,31,1458444054332
8,1456,US,USA,United States,463,meter-gauge-463Gfe8VWP,75,128.227.29.3,29.65,red,-82.32,Celsius,16,1458444054332
8,1030,IL,ISR,Israel,464,sensor-pad-464mS9PDp,62,212.179.122.197,31.5,yellow,34.75,Celsius,17,1458444054332
9,1335,GB,GBR,United Kingdom,465,device-mac-465xwzfA9BK,57,217.12.2.10,51.5,yellow,-0.13,Celsius,28,1458444054333
4,1460,FI,FIN,Finland,466,sensor-pad-466QuvmYR,82,192.98.74.1,62.65,red,22.14,Celsius,20,1458444054333
1,991,HK,HKG,Hong Kong,467,meter-gauge-4675kEQr70N,28,58.177.207.93,22.28,green,114.15,Celsius,26,1458444054333
8,1352,US,USA,United States,468,sensor-pad-4682UiiA,34,216.27.149.63,40.69,yellow,-74.02,Celsius,33,1458444054334
1,1457,US,USA,United States,469,meter-gauge-469oFaMiVyZ,83,66.232.23.104,25.78,red,-80.18,Celsius,21,1458444054334
1,1084,DE,DEU,Germany,470,sensor-pad-470A0dDtEo,88,213.61.161.221,51,yellow,9,Celsius,28,1458444054334
6,922,US,USA,United States,471,device-mac-471BonOScIe,54,204.10.64.6,27.92,green,-82.38,Celsius,14,1458444054335
1,1192,RU,RUS,Russia,472,sensor-pad-472D6q6utJx,54,217.150.41.34,55.75,yellow,37.62,Celsius,27,1458444054335
3,924,KR,KOR,Republic of Korea,473,meter-gauge-473KRGR7,31,121.138.47.134,37.57,green,126.98,Celsius,34,1458444054336
9,1546,KR,KOR,Republic of Korea,474,sensor-pad-474nftAl1at,91,211.247.149.1,37.57,red,126.98,Celsius,34,1458444054336
5,1330,IN,IND,India,475,therm-stick-475SaZ9RyY3IK,99,121.247.131.1,20,yellow,77,Celsius,13,1458444054336
6,1440,KR,KOR,Republic of Korea,476,sensor-pad-476lt3o70,90,61.247.119.1,37.29,red,127.01,Celsius,24,1458444054337
2,1074,GB,GBR,United Kingdom,477,device-mac-4770f5XVKDV,37,87.245.239.153,51.5,yellow,-0.13,Celsius,18,1458444054337
8,1092,AU,AUS,Australia,478,sensor-pad-4785WoWf8pu5P,52,203.50.51.139,-27,yellow,133,Celsius,29,1458444054337
8,991,US,USA,United States,479,meter-gauge-479RFp0vf,84,65.38.24.33,36.15,green,-95.99,Celsius,15,1458444054338
8,1532,CN,CHN,China,480,sensor-pad-480doM9d2mep,89,211.154.79.5,31.05,red,121.4,Celsius,15,1458444054338
7,1177,RU,RUS,Russia,481,meter-gauge-481TphHl,67,193.201.30.193,55.75,yellow,37.62,Celsius,12,1458444054338
6,1545,US,USA,United States,482,sensor-pad-482bTaE6,87,64.113.43.98,43.44,red,-84.03,Celsius,26,1458444054338
3,826,AT,AUT,Austria,483,device-mac-483TyipYqO,90,84.116.245.201,48.2,green,16.37,Celsius,16,1458444054339
8,1413,DE,DEU,Germany,484,sensor-pad-484QvF55FUub1,88,213.20.54.2,51,red,9,Celsius,30,1458444054339
6,972,AU,AUS,Australia,485,therm-stick-485GQZWmAExpz,26,203.20.52.2,-27,green,133,Celsius,15,1458444054339
1,857,US,USA,United States,486,sensor-pad-486eCwFGpB,70,68.87.210.194,38,green,-97,Celsius,30,1458444054339
3,1556,CN,CHN,China,487,meter-gauge-4877NPlK,95,221.5.254.74,29.56,red,106.55,Celsius,32,1458444054340
2,1569,HU,HUN,Hungary,488,sensor-pad-488saiEOWNd,86,84.1.86.47,47.49,red,19.05,Celsius,27,1458444054340
9,1466,US,USA,United States,489,device-mac-489vUULPN3J,51,216.170.93.132,33.47,red,-86.81,Celsius,18,1458444054340
8,1342,DE,DEU,Germany,490,sensor-pad-490gipAm9Oh,70,188.94.100.193,51,yellow,9,Celsius,30,1458444054340
4,904,US,USA,United States,491,meter-gauge-491aFrpG15Qs,96,70.164.39.1,29.95,green,-90.21,Celsius,15,1458444054341
6,1461,CN,CHN,China,492,sensor-pad-492MFWg6x,94,220.164.69.1,25.04,red,102.72,Celsius,34,1458444054341
6,1473,DK,DNK,Denmark,493,meter-gauge-4934MOg6lW2A,68,80.164.41.1,55.68,red,12.57,Celsius,12,1458444054341
5,1471,IT,ITA,Italy,494,sensor-pad-494KQJ3cwN6,33,140.164.53.1,40.86,red,14.25,Celsius,23,1458444054341
7,1284,NL,NLD,Netherlands,495,device-mac-495ZVfWdB,41,87.251.61.172,52.37,yellow,4.9,Celsius,30,1458444054342
7,1033,CN,CHN,China,496,sensor-pad-496D5lhs,68,221.12.120.73,30.29,yellow,120.16,Celsius,18,1458444054342
4,1487,US,USA,United States,497,meter-gauge-497suUASxEyE,85,64.71.18.161,37.49,red,-122.21,Celsius,15,1458444054342
7,1019,KR,KOR,Republic of Korea,498,sensor-pad-498enK66L,60,115.23.131.49,37.57,yellow,126.98,Celsius,32,1458444054342
4,921,US,USA,United States,499,meter-gauge-499kDYRlXqw,46,216.199.49.33,34.86,green,-82.25,Celsius,10,1458444054343
8,865,US,USA,United States,500,sensor-pad-500YKEHjj6,39,64.135.5.250,38,green,-97,Celsius,14,1458444054343
5,1217,AE,ARE,United Arab Emirates,501,device-mac-501e4OlB3SoO,48,213.42.16.154,24,yellow,54,Celsius,16,1458444054343
8,1470,JP,JPN,Japan,502,sensor-pad-5020Lsh1PhYE,57,218.45.216.1,35.69,red,139.69,Celsius,23,1458444054343
0,1309,US,USA,United States,503,meter-gauge-503G7rWBFZgz,63,216.86.171.8,26.07,yellow,-80.37,Celsius,24,1458444054344
2,816,AT,AUT,Austria,504,sensor-pad-504KdiBKWIN,78,87.243.151.193,47.27,green,11.4,Celsius,32,1458444054344
4,1137,CN,CHN,China,505,therm-stick-505ElcTm5Qt,83,222.222.6.9,39.89,yellow,115.28,Celsius,23,1458444054344
6,1069,CH,CHE,Switzerland,506,sensor-pad-506wWvRoH,84,212.203.112.210,47,yellow,8,Celsius,19,1458444054344
3,1594,BR,BRA,Brazil,507,device-mac-507u284kimvaM,96,189.45.159.101,-23.55,red,-46.64,Celsius,14,1458444054345
2,1538,US,USA,United States,508,sensor-pad-508XNDemw1AGA,77,64.86.115.58,39.74,red,-75.67,Celsius,19,1458444054345
1,1552,NL,NLD,Netherlands,509,meter-gauge-509Siigh39rR,82,80.57.112.1,51.81,red,4.34,Celsius,29,1458444054345
8,1364,US,USA,United States,510,sensor-pad-5105ogkZviroX,85,216.6.43.42,39.74,yellow,-75.67,Celsius,16,1458444054345
4,1416,US,USA,United States,511,meter-gauge-511Civybvd5,61,208.201.227.106,38.39,red,-122.75,Celsius,22,1458444054346
5,1385,CN,CHN,China,512,sensor-pad-512QvIflkunvZ,78,61.177.249.50,32.06,yellow,118.78,Celsius,13,1458444054346
5,1454,CZ,CZE,Czech Republic,513,device-mac-513zydPGccm,62,86.61.177.178,49.95,red,16.15,Celsius,16,1458444054346
3,831,SE,SWE,Sweden,514,sensor-pad-5142kfJR,94,130.236.141.238,58.42,green,15.62,Celsius,11,1458444054346
8,1347,TW,TWN,Taiwan,515,therm-stick-515i1mLsJN,32,61.63.6.126,25.04,yellow,121.53,Celsius,34,1458444054347
1,1591,DE,DEU,Germany,516,sensor-pad-516qiN4TLMO,56,129.206.193.1,48.77,red,9.18,Celsius,18,1458444054347
2,802,US,USA,United States,517,meter-gauge-517hLm3MORx2k,29,70.159.200.119,38,green,-97,Celsius,12,1458444054347
6,1044,KR,KOR,Republic of Korea,518,sensor-pad-518XVOA6,34,221.149.115.117,37.57,yellow,126.98,Celsius,18,1458444054347
1,1374,IL,ISR,Israel,519,device-mac-519K92ybHJ,52,80.179.10.148,31.5,yellow,34.75,Celsius,22,1458444054348
3,1517,BR,BRA,Brazil,520,sensor-pad-520Ua4UYBdOa,73,200.141.252.38,-23.55,red,-46.64,Celsius,34,1458444054348
5,951,GB,GBR,United Kingdom,521,meter-gauge-5211bT1LijBC,90,166.49.168.122,51.51,green,-0.09,Celsius,23,1458444054348
9,1031,US,USA,United States,522,sensor-pad-522rBbn2,50,12.248.41.238,38,yellow,-97,Celsius,12,1458444054348
6,1169,US,USA,United States,523,meter-gauge-523TmLTykuvAB,86,4.68.1.227,38,yellow,-97,Celsius,19,1458444054349
8,1227,KY,CYM,Cayman Islands,524,sensor-pad-524wWasPXgX01,82,209.27.62.14,19.3,yellow,-81.38,Celsius,21,1458444054349
4,910,US,USA,United States,525,device-mac-525iqeZTxe,59,209.113.139.5,38,green,-97,Celsius,22,1458444054349
9,1024,PY,PRY,Paraguay,526,sensor-pad-526qZszTZ,66,200.85.47.178,-23,yellow,-58,Celsius,11,1458444054349
4,1141,US,USA,United States,527,meter-gauge-527cjeUtGxkN,99,24.99.243.1,34.02,yellow,-84.5,Celsius,22,1458444054350
1,950,US,USA,United States,528,sensor-pad-528vmF9bz3vQ,84,209.219.24.25,38,green,-97,Celsius,19,1458444054350
4,1322,FR,FRA,France,529,meter-gauge-529BzZFp,82,84.99.255.1,46.36,yellow,-0.38,Celsius,13,1458444054350
3,1581,KR,KOR,Republic of Korea,530,sensor-pad-530f3go5nw,94,58.230.26.1,37.57,red,126.98,Celsius,16,1458444054350
6,1290,FR,FRA,France,531,device-mac-531UgopsFN0Vb,34,80.236.4.232,48.86,yellow,2.35,Celsius,24,1458444054351
8,1051,DE,DEU,Germany,532,sensor-pad-532h0Rak,89,212.14.95.34,51,yellow,9,Celsius,24,1458444054351
9,1318,AZ,AZE,Azerbaijan,533,meter-gauge-533HCPvYD,84,217.14.96.34,40.5,yellow,47.5,Celsius,34,1458444054351
5,919,GB,GBR,United Kingdom,534,sensor-pad-534krfIgot,30,217.160.45.37,51.5,green,-0.13,Celsius,25,1458444054352
8,1134,US,USA,United States,535,therm-stick-5358Y96mQye,63,205.140.209.58,38.65,yellow,-90.53,Celsius,33,1458444054352
4,1002,JP,JPN,Japan,536,sensor-pad-536b27S4ti8,46,121.111.186.1,35.69,yellow,139.75,Celsius,12,1458444054352
9,1000,US,USA,United States,537,device-mac-537yMxB4w,91,76.111.177.1,38.51,green,-81.93,Celsius,16,1458444054352
7,1376,CH,CHE,Switzerland,538,sensor-pad-538pRsxn,54,212.23.242.162,47,yellow,8,Celsius,25,1458444054353
5,1365,GB,GBR,United Kingdom,539,meter-gauge-539oA2VBI,40,217.146.186.33,51.5,yellow,-0.13,Celsius,24,1458444054353
4,1012,US,USA,United States,540,sensor-pad-540JGrVhI,38,204.70.196.94,38.65,yellow,-90.53,Celsius,14,1458444054353
8,1377,CH,CHE,Switzerland,541,meter-gauge-541swGE3sttu,83,62.2.39.234,47,yellow,8,Celsius,16,1458444054353
4,1041,RU,RUS,Russia,542,sensor-pad-542jVmvq,69,95.128.162.2,53.18,yellow,50.12,Celsius,19,1458444054354
9,1219,CH,CHE,Switzerland,543,device-mac-543l0AfKvRot9,98,217.193.116.15,47,yellow,8,Celsius,28,1458444054354
6,872,KR,KOR,Republic of Korea,544,sensor-pad-544qIEr6IrWe,55,58.123.97.1,37.57,green,126.98,Celsius,11,1458444054354
6,1386,RU,RUS,Russia,545,therm-stick-545eMwE9vDF,55,77.51.254.89,55.75,yellow,37.62,Celsius,18,1458444054354
5,1491,US,USA,United States,546,sensor-pad-546n280hbc,27,154.54.45.217,38,red,-97,Celsius,22,1458444054355
9,1572,GB,GBR,United Kingdom,547,meter-gauge-547pBg3KO,80,82.138.249.54,51.5,red,-0.13,Celsius,31,1458444054355
2,1461,US,USA,United States,548,sensor-pad-5486ocM17,52,71.4.247.1,38,red,-97,Celsius,24,1458444054355
0,876,US,USA,United States,549,device-mac-549PnwJns,87,216.187.90.140,40.69,green,-74.02,Celsius,13,1458444054355
2,1301,RU,RUS,Russia,550,sensor-pad-550LUQnaKF,76,62.117.72.126,55.75,yellow,37.62,Celsius,14,1458444054356
6,866,PR,PRI,Puerto Rico,551,meter-gauge-551LaHVEEw3,34,64.185.200.242,18.39,green,-65.98,Celsius,10,1458444054356
1,910,US,USA,United States,552,sensor-pad-552AgL944,41,164.144.240.29,38.64,green,-90.43,Celsius,30,1458444054356
5,1370,CZ,CZE,Czech Republic,553,meter-gauge-553mVLxP,87,85.135.26.1,50.08,yellow,14.42,Celsius,23,1458444054356
6,1194,RU,RUS,Russia,554,sensor-pad-554zLBGBg,96,195.239.99.73,55.75,yellow,37.62,Celsius,20,1458444054357
6,1396,MY,MYS,Malaysia,555,device-mac-555V4zDIhZo,28,203.115.216.22,2.5,yellow,112.5,Celsius,27,1458444054357
2,1405,ML,MLI,Mali,556,sensor-pad-556L50T1,61,217.64.97.113,17,red,-4,Celsius,25,1458444054357
2,1155,US,USA,United States,557,meter-gauge-557Igu0az6,66,65.51.99.133,41.53,yellow,-73.91,Celsius,13,1458444054357
4,1347,US,USA,United States,558,sensor-pad-558Lw3Et5,56,24.39.116.233,40.76,yellow,-73.97,Celsius,18,1458444054358
4,1165,US,USA,United States,559,meter-gauge-559JcDmAqbEED,39,12.116.18.146,38,yellow,-97,Celsius,12,1458444054358
9,1397,AU,AUS,Australia,560,sensor-pad-560hQWUFW,66,202.139.63.22,-37.83,yellow,145.02,Celsius,23,1458444054358
8,1488,RU,RUS,Russia,561,device-mac-561GFnyj2Ng,74,194.85.163.241,59.89,red,30.26,Celsius,29,1458444054358
2,847,US,USA,United States,562,sensor-pad-562jktOrjNB1,82,207.40.45.1,39.96,green,-105.17,Celsius,30,1458444054359
2,1476,US,USA,United States,563,meter-gauge-563nljOuw,94,205.120.147.17,40.76,red,-111.84,Celsius,22,1458444054359
5,1123,SG,SGP,Singapore,564,sensor-pad-564R4gYKM,54,203.116.5.246,1.29,yellow,103.86,Celsius,31,1458444054359
8,1440,CO,COL,Colombia,565,therm-stick-565JqPx4,81,190.25.240.73,4.6,red,-74.08,Celsius,13,1458444054359
3,1067,PL,POL,Poland,566,sensor-pad-566TPTBfbc08,31,149.156.8.73,50.08,yellow,19.92,Celsius,20,1458444054360
9,902,DE,DEU,Germany,567,device-mac-567rKVqin,87,195.71.254.81,51,green,9,Celsius,13,1458444054360
4,1328,US,USA,United States,568,sensor-pad-568cUMkm00d,88,198.7.242.42,41.77,yellow,-71.35,Celsius,16,1458444054360
4,916,KR,KOR,Republic of Korea,569,meter-gauge-569FnFqIvSuk,76,211.189.117.1,37.57,green,126.98,Celsius,20,1458444054360
0,1341,IN,IND,India,570,sensor-pad-5705GgE3,54,203.90.121.186,20,yellow,77,Celsius,18,1458444054361
5,849,DE,DEU,Germany,571,meter-gauge-571ttoPGMVEkC,89,82.100.212.188,51,green,9,Celsius,23,1458444054361
5,1133,GB,GBR,United Kingdom,572,sensor-pad-5722C6ng7w,60,91.189.93.1,51.5,yellow,-0.13,Celsius,15,1458444054361
7,1350,US,USA,United States,573,device-mac-573qRwuac,98,65.77.177.106,38,yellow,-97,Celsius,32,1458444054361
7,1412,BD,BGD,Bangladesh,574,sensor-pad-574ITuT45MH,40,116.212.104.133,23.7,red,90.38,Celsius,24,1458444054361
9,1222,CA,CAN,Canada,575,therm-stick-5753Rj6us,34,198.135.216.220,60.72,yellow,-135.05,Celsius,31,1458444054362
6,1022,US,USA,United States,576,sensor-pad-576iEl11KU,90,216.130.162.219,40.73,yellow,-73.63,Celsius,23,1458444054362
7,1521,CA,CAN,Canada,577,meter-gauge-5771uqqa3,80,216.8.137.66,42.28,red,-82.98,Celsius,33,1458444054362
1,1513,US,USA,United States,578,sensor-pad-578D5TM2dm77Y,62,151.213.28.107,40.65,red,-96.16,Celsius,18,1458444054363
5,1046,IR,IRN,Iran,579,device-mac-579ecu3K6C9PH,44,84.47.232.125,35.7,yellow,51.42,Celsius,31,1458444054363
1,1549,RU,RUS,Russia,580,sensor-pad-580mDCKCkW4Ys,64,194.67.62.154,55.75,red,37.62,Celsius,30,1458444054363
6,1190,US,USA,United States,581,meter-gauge-581JqdfIzXJGu,28,38.99.236.58,25.81,yellow,-80.24,Celsius,27,1458444054363
7,1027,US,USA,United States,582,sensor-pad-5820KLtZtvwh,55,69.153.114.145,35.06,yellow,-92.38,Celsius,30,1458444054364
9,1305,US,USA,United States,583,meter-gauge-583lnMfBOKm,56,198.78.95.130,38,yellow,-97,Celsius,33,1458444054364
3,800,US,USA,United States,584,sensor-pad-584b2wfj,53,173.201.33.1,33.61,green,-111.89,Celsius,20,1458444054364
1,1196,AT,AUT,Austria,585,device-mac-5851AntHC,51,84.116.252.9,48.2,yellow,16.37,Celsius,27,1458444054364
7,1257,US,USA,United States,586,sensor-pad-586sgrOxcpD,77,71.82.160.1,38,yellow,-97,Celsius,22,1458444054365
0,959,US,USA,United States,587,meter-gauge-5872Mo1cAva,79,68.87.217.2,38,green,-97,Celsius,18,1458444054365
6,827,US,USA,United States,588,sensor-pad-588e0QVfUThoy,69,166.82.179.1,35.37,green,-80.52,Celsius,30,1458444054365
2,841,US,USA,United States,589,meter-gauge-589y1nfN,66,192.31.88.42,29.71,green,-95.4,Celsius,15,1458444054365
4,1180,US,USA,United States,590,sensor-pad-590kLFBt,29,206.82.187.1,38.92,yellow,-94.7,Celsius,24,1458444054366
0,1485,US,USA,United States,591,device-mac-591pAg6HCj,72,66.82.159.1,38,red,-97,Celsius,29,1458444054366
2,1233,IT,ITA,Italy,592,sensor-pad-592lRxt3Hkh,82,194.20.5.166,45.48,yellow,9.2,Celsius,27,1458444054366
2,1106,DK,DNK,Denmark,593,meter-gauge-593gXo15yGvxk,97,83.94.86.1,55.67,yellow,12.58,Celsius,30,1458444054366
5,1532,DE,DEU,Germany,594,sensor-pad-594vbllKrg5LP,69,62.104.197.3,51,red,9,Celsius,34,1458444054367
8,1525,IE,IRL,Ireland,595,therm-stick-5952Mv9wW2,48,195.222.108.129,53.3,red,-8.74,Celsius,26,1458444054367
0,1036,US,USA,United States,596,sensor-pad-596alRtKhKSbm,26,216.176.48.221,38.65,yellow,-90.53,Celsius,34,1458444054367
7,1018,RU,RUS,Russia,597,device-mac-5973IzsXHf7V,59,212.188.22.121,55.75,yellow,37.62,Celsius,22,1458444054367
6,1508,KR,KOR,Republic of Korea,598,sensor-pad-598As6DkH,26,210.205.54.22,37.57,red,126.98,Celsius,21,1458444054368
0,1456,US,USA,United States,599,meter-gauge-599W5vB4QW6wq,58,67.111.64.2,38,red,-97,Celsius,11,1458444054368
5,813,US,USA,United States,600,sensor-pad-600OGsUc,85,75.106.8.1,33.62,green,-91.95,Celsius,15,1458444054368
5,1045,KR,KOR,Republic of Korea,601,meter-gauge-601CGg5aKZdNU,80,210.106.35.1,37.57,yellow,126.98,Celsius,19,1458444054368
9,918,IT,ITA,Italy,602,sensor-pad-602Ly0Q519hz,72,217.222.11.73,42.83,green,12.83,Celsius,11,1458444054369
1,1387,PL,POL,Poland,603,device-mac-603raWbHGSEa,67,193.111.38.102,52.23,yellow,21.02,Celsius,33,1458444054369
3,1484,US,USA,,604,sensor-pad-604VUG9Xd,81,130.117.0.77,47,red,8,Celsius,23,1458444054369
4,875,RU,RUS,Russia,605,therm-stick-605PPmM8,91,194.190.198.194,55.75,green,37.62,Celsius,34,1458444054369
5,1435,TW,TWN,Taiwan,606,sensor-pad-606fi43cc56V0,82,203.160.251.213,25.04,red,121.53,Celsius,21,1458444054369
5,904,GB,GBR,United Kingdom,607,meter-gauge-607o5QHUN,33,212.3.247.28,51.5,green,-0.13,Celsius,26,1458444054370
1,983,US,USA,United States,608,sensor-pad-608yjP3m,27,74.255.79.1,38,green,-97,Celsius,10,1458444054370
5,1501,CZ,CZE,Czech Republic,609,device-mac-609GFPvdaU2,97,62.168.57.86,50.08,red,14.42,Celsius,15,1458444054370
9,915,DE,DEU,Germany,610,sensor-pad-610uAjLMq6n,59,217.110.50.22,51,green,9,Celsius,14,1458444054370
2,1033,BE,BEL,Belgium,611,meter-gauge-611G6xt6KXOe,94,217.136.255.1,50.85,yellow,4.35,Celsius,21,1458444054371
6,1195,US,USA,United States,612,sensor-pad-612h33TzM,48,204.16.86.2,41.88,yellow,-87.62,Celsius,22,1458444054371
9,1350,GB,GBR,United Kingdom,613,meter-gauge-6139NSXjg,67,82.11.4.1,55.96,yellow,-3.26,Celsius,23,1458444054371
7,1464,IT,ITA,Italy,614,sensor-pad-614CoMGhU,99,89.148.153.1,42.83,red,12.83,Celsius,22,1458444054371
3,888,CA,CAN,Canada,615,device-mac-6151h71yjbJSy,83,209.44.125.185,45.51,green,-73.56,Celsius,26,1458444054372
3,1598,US,USA,United States,616,sensor-pad-616fuyMXxtxv3,40,24.148.140.1,38,red,-97,Celsius,22,1458444054372
4,1205,DE,DEU,Germany,617,meter-gauge-6177cwjGR,49,176.28.4.2,51.65,yellow,6.18,Celsius,23,1458444054372
5,1261,JP,JPN,Japan,618,sensor-pad-618zim4NKhK,32,203.179.16.6,35.69,yellow,139.69,Celsius,26,1458444054372
9,1264,US,USA,United States,619,meter-gauge-6199Ftgyz,52,4.53.232.57,38,yellow,-97,Celsius,21,1458444054372
1,1233,DE,DEU,Germany,620,sensor-pad-6204W1tEZdcG,47,213.20.126.229,51,yellow,9,Celsius,29,1458444054373
8,1430,US,USA,United States,621,device-mac-621WORJdG4xd,81,71.160.73.1,38,red,-97,Celsius,30,1458444054373
6,841,US,USA,United States,622,sensor-pad-622xslljJ,73,66.160.72.1,37.61,green,-77.44,Celsius,29,1458444054373
7,924,JP,JPN,Japan,623,meter-gauge-623JaOIcxx,75,133.20.110.229,35.69,green,139.69,Celsius,25,1458444054373
5,1373,CN,CHN,China,624,sensor-pad-624ulkCbj8COG,72,61.160.71.1,32.06,yellow,118.78,Celsius,31,1458444054374
0,1075,US,USA,United States,625,therm-stick-6250IGwKXU,59,76.160.74.1,37.61,yellow,-77.44,Celsius,30,1458444054374
6,1027,US,USA,United States,626,sensor-pad-626SEaIsmKq9,69,64.200.110.34,38,yellow,-97,Celsius,13,1458444054374
